"word","id","accuracy","rt","trial_type","trial_number"
"brick",3,"correct",539.660886705061,"practice",1
"fruit",3,"correct",486.443171104138,"practice",2
"climb",3,"correct",524.569761548298,"practice",3
"drown",3,"correct",433.303077121354,"practice",4
"elbow",3,"correct",502.52574531751,"practice",5
"florp",3,"correct",446.012545655103,"practice",6
"snorp",3,"correct",540.82549070587,"practice",7
"blarp",3,"correct",540.856228786831,"practice",8
"plimp",3,"correct",465.455377875837,"practice",9
"drorp",3,"correct",461.184253360452,"practice",10
"liver",3,"correct",611.300820282865,"experimental",11
"group",3,"correct",495.33485230408,"experimental",12
"judge",3,"correct",573.824635949923,"experimental",13
"jwump",3,"correct",540.250255111049,"experimental",14
"wrump",3,"correct",591.549360818114,"experimental",15
"trimp",3,"correct",550.109824002184,"experimental",16
"pluck",3,"correct",523.380415960259,"experimental",17
"brush",3,"correct",438.917794361449,"experimental",18
"spork",3,"correct",444.589331454473,"experimental",19
"nlorp",3,"correct",500.519160991455,"experimental",20
"squat",3,"correct",516.265865680511,"experimental",21
"zrimp",3,"correct",473.262906418431,"experimental",22
"glasp",3,"correct",504.954918145595,"experimental",23
"zlorp",3,"correct",486.357109270727,"experimental",24
"globe",3,"incorrect",546.516793087072,"experimental",25
"mirth",3,"correct",518.061966598684,"experimental",26
"sleek",3,"correct",455.543624487012,"experimental",27
"blump",3,"incorrect",536.336155051183,"experimental",28
"piano",3,NA,NA,"experimental",29
"quart",3,"correct",552.829264690485,"experimental",30
"quibb",3,"incorrect",572.165919237511,"experimental",31
"swoop",3,NA,NA,"experimental",32
"light",3,"correct",493.513404961384,"experimental",33
"clock",3,NA,NA,"experimental",34
"heart",3,"correct",590.208587812422,"experimental",35
"plant",3,"correct",431.342276289659,"experimental",36
"qrump",3,"correct",509.812811990137,"experimental",37
"grind",3,"correct",499.844335168879,"experimental",38
"grisp",3,"correct",553.777314808712,"experimental",39
"dresp",3,"correct",540.856228786831,"experimental",40
"shred",3,"correct",539.68303476566,"experimental",41
"chair",3,"correct",540.198291798949,"experimental",42
"quote",3,"correct",460.606402540885,"experimental",43
"stare",3,"correct",511.556220232326,"experimental",44
"swipe",3,"correct",404.184563899782,"experimental",45
"mrump",3,"incorrect",522.619100914276,"experimental",46
"nrimp",3,"correct",479.237989520869,"experimental",47
"brump",3,"correct",512.492605025863,"experimental",48
"speak",3,"correct",516.054028713305,"experimental",49
"prasp",3,"correct",517.44160065736,"experimental",50
"sugar",3,"correct",515.308533489364,"experimental",51
"qrasp",3,"correct",498.499809987335,"experimental",52
"plasp",3,"correct",461.184253360452,"experimental",53
"flibb",3,"correct",492.031454157299,"experimental",54
"twasp",3,"correct",461.607342704992,"experimental",55
"honor",3,"correct",454.143948053106,"experimental",56
"sloth",3,"correct",483.435437090091,"experimental",57
"shine",3,"correct",641.750213899688,"experimental",58
"grape",3,"correct",533.275279204709,"experimental",59
"bread",3,"correct",542.676284070771,"experimental",60
"dramp",3,"correct",488.095585302276,"experimental",61
"xlorp",3,"correct",486.23882888104,"experimental",62
"wrasp",3,"correct",550.942492264383,"experimental",63
"slurb",3,"correct",502.132109981101,"experimental",64
"vlump",3,"correct",480.170307763156,"experimental",65
"train",3,"correct",540.82549070587,"experimental",66
"mlorp",3,"correct",550.322458930664,"experimental",67
"knasp",3,"correct",558.359811007425,"experimental",68
"flame",3,"correct",453.633401178369,"experimental",69
"florp",3,"correct",542.556824300653,"experimental",70
"quiet",3,"correct",502.52574531751,"experimental",71
"sweep",3,"correct",484.475942974147,"experimental",72
"plane",3,"correct",516.790148105981,"experimental",73
"glorf",3,"correct",412.526742073222,"experimental",74
"prump",3,NA,NA,"experimental",75
"clorb",3,"correct",504.381151840492,"experimental",76
"table",3,"correct",560.270162207457,"experimental",77
"dworp",3,"correct",572.154202860718,"experimental",78
"lwump",3,"correct",433.303077121354,"experimental",79
"ocean",3,"correct",556.298397882244,"experimental",80
"quill",3,"correct",567.143790171492,"experimental",81
"klirp",3,"correct",585.181428904562,"experimental",82
"apple",3,"correct",539.660886705061,"experimental",83
"hrump",3,"correct",481.47347051717,"experimental",84
"scary",3,"correct",548.214345589874,"experimental",85
"jlorp",3,NA,NA,"experimental",86
"blorf",3,"correct",480.023929638228,"experimental",87
"vlasp",3,"correct",450.613632582127,"experimental",88
"dwasp",3,"correct",595.271380776586,"experimental",89
"crasp",3,"correct",485.794807811675,"experimental",90
"mango",3,"correct",504.566265713876,"experimental",91
"blasp",3,"correct",493.790603749779,"experimental",92
"frasp",3,"correct",561.190049434183,"experimental",93
"xrimp",3,"correct",539.971030141895,"experimental",94
"flock",3,"correct",446.012545655103,"experimental",95
"water",3,"incorrect",511.129598556902,"experimental",96
"zworp",3,"correct",480.262801314676,"experimental",97
"ruler",3,"correct",611.246331598625,"experimental",98
"onion",3,"correct",493.947188104231,"experimental",99
"trasp",3,"correct",590.443972859856,"experimental",100
"snibb",3,"correct",587.507569659884,"experimental",101
"drisp",3,"correct",527.549477136809,"experimental",102
"plurt",3,"correct",507.065865882923,"experimental",103
"haste",3,"correct",562.158755899516,"experimental",104
"flasp",3,"correct",493.887846538356,"experimental",105
"skump",3,"correct",457.608157470675,"experimental",106
"crane",3,"correct",498.730325542209,"experimental",107
"laugh",3,"incorrect",533.907558166859,"experimental",108
"saint",3,"correct",576.7345960731,"experimental",109
"snack",3,"correct",446.684341306541,"experimental",110
