"word","id","accuracy","rt","trial_type","trial_number"
"brick",80,"correct",529.554674348017,"practice",1
"drown",80,"correct",453.952015156869,"practice",2
"climb",80,"correct",572.141016915028,"practice",3
"fruit",80,"correct",456.786797009134,"practice",4
"elbow",80,"correct",572.356469999142,"practice",5
"blarp",80,"incorrect",470.347422318342,"practice",6
"snorp",80,"correct",549.005085253787,"practice",7
"florp",80,"correct",556.384775295061,"practice",8
"plimp",80,"correct",441.87124278097,"practice",9
"drorp",80,"correct",521.198405783088,"practice",10
"squat",80,"incorrect",501.336387523018,"experimental",11
"flasp",80,"correct",548.411451969608,"experimental",12
"piano",80,NA,NA,"experimental",13
"bread",80,NA,NA,"experimental",14
"mirth",80,"correct",543.946629490792,"experimental",15
"snibb",80,"correct",428.073532712333,"experimental",16
"brush",80,"correct",493.105639191416,"experimental",17
"quibb",80,"correct",469.949071363739,"experimental",18
"twasp",80,"correct",522.366997858614,"experimental",19
"zlorp",80,"correct",487.502597739662,"experimental",20
"heart",80,"correct",465.182120601415,"experimental",21
"sugar",80,"correct",557.278356164196,"experimental",22
"glasp",80,"correct",535.017685976736,"experimental",23
"plasp",80,"correct",572.690169991119,"experimental",24
"globe",80,"correct",507.231951389998,"experimental",25
"jwump",80,"correct",556.384775295061,"experimental",26
"stare",80,"correct",590.699822379902,"experimental",27
"plant",80,"correct",425.854796198842,"experimental",28
"clock",80,"correct",545.123062109174,"experimental",29
"flame",80,"correct",514.062880494444,"experimental",30
"scary",80,"correct",505.23044405595,"experimental",31
"quote",80,"correct",548.142319708938,"experimental",32
"swoop",80,"correct",441.87124278097,"experimental",33
"prump",80,"correct",570.091274860328,"experimental",34
"table",80,"correct",546.744621450624,"experimental",35
"slurb",80,"correct",561.390632105105,"experimental",36
"liver",80,"correct",455.766713143469,"experimental",37
"prasp",80,"incorrect",456.786797009134,"experimental",38
"hrump",80,"correct",617.55305365357,"experimental",39
"lwump",80,"incorrect",642.219428548033,"experimental",40
"light",80,"incorrect",407.478396355571,"experimental",41
"trimp",80,"correct",446.41709803425,"experimental",42
"qrasp",80,"correct",481.66992645757,"experimental",43
"sloth",80,"correct",572.356469999142,"experimental",44
"sleek",80,"correct",544.938690782287,"experimental",45
"xlorp",80,"correct",541.06510160722,"experimental",46
"florp",80,"correct",509.090637707587,"experimental",47
"jlorp",80,"correct",467.791538755504,"experimental",48
"vlump",80,"correct",630.792709449667,"experimental",49
"zrimp",80,"correct",495.680540986465,"experimental",50
"flock",80,"correct",471.262295908067,"experimental",51
"glorf",80,"correct",568.285111588134,"experimental",52
"dwasp",80,"correct",477.439914626641,"experimental",53
"grind",80,"correct",438.653675125517,"experimental",54
"knasp",80,"correct",529.814808516986,"experimental",55
"grisp",80,"correct",549.007242106043,"experimental",56
"frasp",80,"correct",494.643287376106,"experimental",57
"haste",80,"correct",632.0449236379,"experimental",58
"dramp",80,"incorrect",511.972932767371,"experimental",59
"plurt",80,"correct",526.684062472077,"experimental",60
"chair",80,"correct",536.165978027355,"experimental",61
"klirp",80,"correct",436.999309507479,"experimental",62
"shine",80,"correct",552.06060958204,"experimental",63
"clorb",80,"incorrect",545.802923679036,"experimental",64
"dresp",80,"correct",499.419845839939,"experimental",65
"train",80,"correct",575.450972710668,"experimental",66
"group",80,"correct",477.173869528597,"experimental",67
"zworp",80,NA,NA,"experimental",68
"crane",80,"correct",581.041177843437,"experimental",69
"speak",80,"correct",482.327871390028,"experimental",70
"quiet",80,"correct",555.792085379575,"experimental",71
"nlorp",80,"correct",595.901378078271,"experimental",72
"ruler",80,"correct",605.527260507563,"experimental",73
"wrasp",80,"correct",539.534938116882,"experimental",74
"blump",80,"correct",445.721717613928,"experimental",75
"plane",80,"correct",529.554674348017,"experimental",76
"vlasp",80,"correct",615.546996339755,"experimental",77
"mlorp",80,"correct",521.198405783088,"experimental",78
"snack",80,"correct",538.771348462822,"experimental",79
"swipe",80,"correct",508.487585372277,"experimental",80
"ocean",80,"correct",482.153898074434,"experimental",81
"water",80,"correct",530.603922217965,"experimental",82
"quill",80,"correct",387.360430272164,"experimental",83
"crasp",80,"incorrect",521.582062503101,"experimental",84
"blasp",80,"correct",635.681531851658,"experimental",85
"flibb",80,NA,NA,"experimental",86
"judge",80,"correct",564.494047111487,"experimental",87
"drisp",80,"correct",504.616397716147,"experimental",88
"honor",80,"correct",533.638983961659,"experimental",89
"mango",80,"correct",544.575930189363,"experimental",90
"sweep",80,"correct",572.141016915028,"experimental",91
"saint",80,"correct",557.495620426857,"experimental",92
"xrimp",80,"correct",471.466756082774,"experimental",93
"shred",80,"correct",602.292225294504,"experimental",94
"laugh",80,"correct",499.523016418716,"experimental",95
"grape",80,"correct",580.197350997222,"experimental",96
"wrump",80,"correct",453.952015156869,"experimental",97
"mrump",80,"correct",564.550495105166,"experimental",98
"nrimp",80,"correct",470.347422318342,"experimental",99
"qrump",80,"correct",438.107007348713,"experimental",100
"dworp",80,NA,NA,"experimental",101
"quart",80,"correct",497.147126286558,"experimental",102
"brump",80,"correct",454.548373740957,"experimental",103
"skump",80,"incorrect",458.999843600434,"experimental",104
"blorf",80,"correct",536.047360643193,"experimental",105
"trasp",80,"correct",462.929902417982,"experimental",106
"apple",80,"correct",625.031960724139,"experimental",107
"onion",80,"correct",473.289848594065,"experimental",108
"spork",80,"correct",514.845642003747,"experimental",109
"pluck",80,"correct",605.3777186101,"experimental",110
