"word","id","accuracy","rt","trial_type","trial_number"
"drown",48,NA,NA,"practice",1
"brick",48,"correct",446.007774450223,"practice",2
"fruit",48,NA,NA,"practice",3
"elbow",48,"correct",442.345704734573,"practice",4
"climb",48,NA,NA,"practice",5
"blarp",48,"correct",468.716702590382,"practice",6
"drorp",48,"correct",514.149753598088,"practice",7
"snorp",48,"correct",528.040095443338,"practice",8
"plimp",48,"correct",512.11413949508,"practice",9
"florp",48,"correct",487.949544570615,"practice",10
"light",48,"correct",475.628138754384,"experimental",11
"brump",48,"correct",459.393120638345,"experimental",12
"frasp",48,"correct",542.616278404847,"experimental",13
"swipe",48,"correct",512.249061240562,"experimental",14
"plurt",48,"correct",506.308055329301,"experimental",15
"hrump",48,"correct",531.364183921951,"experimental",16
"glorf",48,"correct",521.694517856853,"experimental",17
"vlump",48,"correct",472.975666026467,"experimental",18
"laugh",48,"correct",487.949544570615,"experimental",19
"ocean",48,"correct",552.129535148027,"experimental",20
"zworp",48,NA,NA,"experimental",21
"clorb",48,"correct",565.079270780041,"experimental",22
"dresp",48,"correct",471.998494247069,"experimental",23
"trasp",48,"correct",540.493477447822,"experimental",24
"honor",48,"correct",437.204032193337,"experimental",25
"wrump",48,"correct",546.485860618389,"experimental",26
"jwump",48,"correct",481.762387385332,"experimental",27
"blorf",48,"correct",536.341632759959,"experimental",28
"blasp",48,"correct",494.728524494161,"experimental",29
"crane",48,"correct",515.8093887044,"experimental",30
"liver",48,"correct",481.555560149509,"experimental",31
"skump",48,"correct",525.953544505753,"experimental",32
"onion",48,"correct",446.007774450223,"experimental",33
"table",48,"correct",445.145662476439,"experimental",34
"vlasp",48,"correct",481.133788014849,"experimental",35
"sloth",48,"correct",470.18413574055,"experimental",36
"prump",48,"correct",392.944941513369,"experimental",37
"chair",48,"incorrect",452.29627930522,"experimental",38
"qrump",48,"correct",461.256827136596,"experimental",39
"twasp",48,"correct",589.584848539306,"experimental",40
"jlorp",48,"correct",493.842307366453,"experimental",41
"haste",48,"correct",557.092077527842,"experimental",42
"qrasp",48,"incorrect",516.025503782267,"experimental",43
"heart",48,"correct",500.423438277473,"experimental",44
"grisp",48,"correct",490.527738005661,"experimental",45
"quart",48,"correct",497.343561739907,"experimental",46
"glasp",48,"correct",447.960446821136,"experimental",47
"group",48,"correct",422.605380160907,"experimental",48
"shine",48,"correct",509.669469897788,"experimental",49
"nlorp",48,"correct",460.421241655455,"experimental",50
"grape",48,"correct",462.747216665421,"experimental",51
"quibb",48,"correct",520.221242043318,"experimental",52
"saint",48,"correct",471.531946989172,"experimental",53
"judge",48,"correct",476.57176227966,"experimental",54
"spork",48,"correct",487.407752926986,"experimental",55
"shred",48,"correct",466.577633464016,"experimental",56
"mrump",48,"correct",576.600311274566,"experimental",57
"apple",48,"correct",512.11413949508,"experimental",58
"flame",48,"correct",551.956834449864,"experimental",59
"plasp",48,"correct",517.12629959242,"experimental",60
"plant",48,"correct",510.224111992918,"experimental",61
"sweep",48,"correct",482.838945578039,"experimental",62
"stare",48,"correct",490.139767382157,"experimental",63
"knasp",48,"correct",515.752725082932,"experimental",64
"prasp",48,"correct",534.90343352536,"experimental",65
"swoop",48,"correct",444.95119475009,"experimental",66
"speak",48,"correct",574.285562887083,"experimental",67
"quill",48,"correct",444.719963765447,"experimental",68
"florp",48,"correct",451.078476325289,"experimental",69
"zrimp",48,"correct",493.88813711421,"experimental",70
"train",48,"correct",500.921715722559,"experimental",71
"plane",48,"correct",514.149753598088,"experimental",72
"snibb",48,"correct",463.522287391047,"experimental",73
"ruler",48,"correct",594.459452901618,"experimental",74
"dramp",48,"correct",528.040095443338,"experimental",75
"scary",48,"correct",480.006019873369,"experimental",76
"water",48,"incorrect",475.267567087906,"experimental",77
"bread",48,"correct",521.325047014279,"experimental",78
"zlorp",48,"correct",506.099326771328,"experimental",79
"klirp",48,"correct",507.791946195341,"experimental",80
"squat",48,"correct",510.934007285015,"experimental",81
"xrimp",48,"correct",522.2204287822,"experimental",82
"piano",48,"correct",560.528063083894,"experimental",83
"mlorp",48,"correct",610.692644665579,"experimental",84
"slurb",48,"correct",501.740716183173,"experimental",85
"dwasp",48,"correct",588.759904843526,"experimental",86
"wrasp",48,"correct",497.487011467567,"experimental",87
"drisp",48,"incorrect",493.817553472426,"experimental",88
"blump",48,"correct",468.716702590382,"experimental",89
"brush",48,"correct",417.935903044922,"experimental",90
"trimp",48,"incorrect",452.72095182938,"experimental",91
"pluck",48,"correct",548.128590860479,"experimental",92
"clock",48,"correct",551.726661754244,"experimental",93
"nrimp",48,"correct",447.484271213635,"experimental",94
"flasp",48,"correct",605.363585204679,"experimental",95
"mirth",48,"incorrect",455.824608143847,"experimental",96
"sugar",48,"correct",434.390336925153,"experimental",97
"grind",48,"correct",412.724942043753,"experimental",98
"xlorp",48,"correct",493.131839524256,"experimental",99
"quiet",48,NA,NA,"experimental",100
"flock",48,"correct",511.881547451421,"experimental",101
"snack",48,"correct",510.358808816858,"experimental",102
"flibb",48,"correct",463.653789517886,"experimental",103
"sleek",48,"correct",525.223260994001,"experimental",104
"crasp",48,"correct",517.844187148278,"experimental",105
"dworp",48,"incorrect",578.681432095354,"experimental",106
"mango",48,"correct",508.753662806499,"experimental",107
"lwump",48,"correct",533.849233105021,"experimental",108
"quote",48,"correct",569.398861037775,"experimental",109
"globe",48,"correct",467.292875417033,"experimental",110
