"word","id","accuracy","rt","trial_type","trial_number"
"elbow",30,"correct",520.411567713544,"practice",1
"brick",30,"correct",601.414406619421,"practice",2
"drown",30,"correct",544.172200187316,"practice",3
"fruit",30,"correct",489.846294904827,"practice",4
"climb",30,"incorrect",583.934437236599,"practice",5
"snorp",30,"correct",519.18520427151,"practice",6
"florp",30,"correct",586.989349094986,"practice",7
"drorp",30,"correct",477.434601640177,"practice",8
"blarp",30,NA,NA,"practice",9
"plimp",30,"correct",471.292833440518,"practice",10
"xlorp",30,"correct",540.416995920335,"experimental",11
"heart",30,"correct",592.783761761945,"experimental",12
"group",30,"incorrect",525.924597612684,"experimental",13
"stare",30,"correct",469.294461173448,"experimental",14
"glorf",30,"correct",469.171920742229,"experimental",15
"mirth",30,"correct",481.813549016385,"experimental",16
"brush",30,"correct",593.743799327454,"experimental",17
"florp",30,"correct",525.270009027947,"experimental",18
"zworp",30,"correct",531.56743799051,"experimental",19
"globe",30,"correct",589.510958008546,"experimental",20
"flame",30,"correct",540.358413807267,"experimental",21
"frasp",30,"correct",550.261730665047,"experimental",22
"shred",30,"correct",623.476492529097,"experimental",23
"swoop",30,"correct",433.049137992746,"experimental",24
"spork",30,"correct",547.637459920924,"experimental",25
"sugar",30,"correct",520.708531992599,"experimental",26
"clorb",30,"correct",518.407088391641,"experimental",27
"laugh",30,"correct",636.173073222724,"experimental",28
"quill",30,"correct",486.918258172514,"experimental",29
"quote",30,"correct",484.268505351093,"experimental",30
"quiet",30,"correct",503.989937661337,"experimental",31
"vlump",30,"correct",409.441556357183,"experimental",32
"jwump",30,"correct",486.449030792204,"experimental",33
"zlorp",30,"correct",426.739657523049,"experimental",34
"skump",30,"correct",533.604976837288,"experimental",35
"vlasp",30,"correct",561.257394184882,"experimental",36
"brump",30,"correct",523.110790456807,"experimental",37
"hrump",30,"correct",586.989349094986,"experimental",38
"shine",30,"correct",459.910158220311,"experimental",39
"train",30,"correct",489.343015587359,"experimental",40
"mango",30,"correct",527.395215570046,"experimental",41
"speak",30,"correct",488.515818126456,"experimental",42
"prasp",30,NA,NA,"experimental",43
"qrump",30,"incorrect",662.654234124526,"experimental",44
"plurt",30,"correct",601.414406619421,"experimental",45
"slurb",30,"correct",552.380725495352,"experimental",46
"zrimp",30,"correct",574.239792283984,"experimental",47
"mlorp",30,"correct",519.18520427151,"experimental",48
"snack",30,"correct",546.397447778285,"experimental",49
"trasp",30,"incorrect",477.434601640177,"experimental",50
"scary",30,"correct",500.727869364848,"experimental",51
"table",30,"correct",466.936215867785,"experimental",52
"sleek",30,"correct",485.822751134794,"experimental",53
"grisp",30,"correct",510.909578228511,"experimental",54
"flasp",30,"correct",603.742113568358,"experimental",55
"prump",30,"correct",568.108940717989,"experimental",56
"flock",30,"correct",493.69563733522,"experimental",57
"chair",30,"correct",447.826816363027,"experimental",58
"apple",30,"correct",523.827866268242,"experimental",59
"grape",30,"correct",486.812803599838,"experimental",60
"trimp",30,"correct",503.989061619025,"experimental",61
"ruler",30,"correct",464.187438622513,"experimental",62
"twasp",30,"correct",555.196629189888,"experimental",63
"sloth",30,"correct",512.900307605873,"experimental",64
"drisp",30,"incorrect",511.945758164496,"experimental",65
"lwump",30,"correct",519.939126726403,"experimental",66
"saint",30,"correct",443.919051876469,"experimental",67
"plane",30,"correct",472.937530897161,"experimental",68
"dramp",30,"incorrect",502.34933461175,"experimental",69
"nlorp",30,"correct",490.485394302067,"experimental",70
"wrump",30,"correct",471.292833440518,"experimental",71
"blasp",30,"incorrect",475.243576403115,"experimental",72
"klirp",30,"correct",505.803133602068,"experimental",73
"wrasp",30,"correct",572.977346254064,"experimental",74
"crasp",30,NA,NA,"experimental",75
"quart",30,"correct",485.485341550767,"experimental",76
"knasp",30,"correct",504.40353748839,"experimental",77
"plant",30,"correct",455.482629394592,"experimental",78
"water",30,"correct",487.290371482151,"experimental",79
"dwasp",30,"correct",501.336854861738,"experimental",80
"light",30,"correct",473.946449552066,"experimental",81
"nrimp",30,"correct",542.737691592633,"experimental",82
"judge",30,NA,NA,"experimental",83
"jlorp",30,"correct",490.701546313355,"experimental",84
"grind",30,"correct",467.105840414091,"experimental",85
"honor",30,"correct",531.972372529396,"experimental",86
"dworp",30,"correct",492.361967591094,"experimental",87
"swipe",30,"correct",534.024571603462,"experimental",88
"plasp",30,"correct",452.405972500567,"experimental",89
"mrump",30,"correct",489.846294904827,"experimental",90
"onion",30,"correct",499.64316582283,"experimental",91
"flibb",30,"correct",520.411567713544,"experimental",92
"liver",30,"correct",586.40424055774,"experimental",93
"piano",30,"correct",481.780066838267,"experimental",94
"xrimp",30,"incorrect",497.990750748209,"experimental",95
"clock",30,"correct",529.378825997317,"experimental",96
"glasp",30,NA,NA,"experimental",97
"snibb",30,"correct",498.723623108907,"experimental",98
"blump",30,"correct",564.829088213077,"experimental",99
"blorf",30,"correct",503.65188554138,"experimental",100
"haste",30,"correct",509.786914652911,"experimental",101
"sweep",30,"correct",544.172200187316,"experimental",102
"dresp",30,"correct",472.628645708303,"experimental",103
"squat",30,"correct",499.688252620509,"experimental",104
"bread",30,"correct",549.19808050682,"experimental",105
"qrasp",30,"correct",605.307019727391,"experimental",106
"crane",30,"correct",514.479626145277,"experimental",107
"pluck",30,"correct",558.120653939261,"experimental",108
"ocean",30,"correct",594.76718763324,"experimental",109
"quibb",30,"correct",580.802540198382,"experimental",110
