"word","id","accuracy","rt","trial_type","trial_number"
"drown",86,"correct",594.63030718012,"practice",1
"brick",86,"correct",531.617051987888,"practice",2
"elbow",86,"incorrect",525.856444894068,"practice",3
"fruit",86,"correct",464.16479208376,"practice",4
"climb",86,"correct",397.427197836908,"practice",5
"snorp",86,"correct",482.364498462846,"practice",6
"drorp",86,"correct",511.322754294393,"practice",7
"florp",86,"correct",509.194037904893,"practice",8
"plimp",86,"incorrect",478.934506067155,"practice",9
"blarp",86,"correct",444.748232739086,"practice",10
"snibb",86,"correct",416.856647949286,"experimental",11
"globe",86,"correct",531.617051987888,"experimental",12
"pluck",86,"correct",497.543199986723,"experimental",13
"spork",86,"incorrect",474.275275287941,"experimental",14
"zlorp",86,"correct",469.626096161466,"experimental",15
"mlorp",86,"correct",532.206125106136,"experimental",16
"shred",86,"correct",535.345721113905,"experimental",17
"stare",86,"correct",453.457604271961,"experimental",18
"grisp",86,NA,NA,"experimental",19
"grape",86,"correct",568.782965535226,"experimental",20
"light",86,"correct",586.961426891888,"experimental",21
"bread",86,"correct",459.980063675991,"experimental",22
"chair",86,"correct",463.512778503179,"experimental",23
"plant",86,"correct",557.864367270602,"experimental",24
"squat",86,"correct",443.43720272527,"experimental",25
"drisp",86,"correct",544.831559557881,"experimental",26
"group",86,"correct",468.2263279674,"experimental",27
"klirp",86,"correct",511.976025970595,"experimental",28
"qrasp",86,"correct",571.661043904716,"experimental",29
"dramp",86,"correct",509.194037904893,"experimental",30
"xlorp",86,"correct",535.545887413709,"experimental",31
"swoop",86,"correct",574.197582463834,"experimental",32
"honor",86,"correct",463.81800171737,"experimental",33
"glorf",86,"correct",592.560054406644,"experimental",34
"vlump",86,"correct",604.396809305032,"experimental",35
"liver",86,"correct",518.943730854293,"experimental",36
"prasp",86,"correct",456.777139959753,"experimental",37
"flock",86,"correct",496.937262619137,"experimental",38
"shine",86,"correct",493.383610319016,"experimental",39
"crane",86,"correct",477.28205311176,"experimental",40
"quiet",86,"correct",545.231250404157,"experimental",41
"mrump",86,"correct",494.523732544955,"experimental",42
"blump",86,"correct",555.991152305743,"experimental",43
"trimp",86,"correct",544.964882750704,"experimental",44
"water",86,"correct",501.060013911265,"experimental",45
"heart",86,"correct",525.559485619703,"experimental",46
"twasp",86,"correct",422.19861978351,"experimental",47
"quill",86,"correct",510.94320084,"experimental",48
"flame",86,"correct",444.748232739086,"experimental",49
"qrump",86,"correct",452.35292462837,"experimental",50
"jlorp",86,"correct",594.63030718012,"experimental",51
"speak",86,"correct",496.27128430859,"experimental",52
"glasp",86,"correct",511.322754294393,"experimental",53
"frasp",86,"correct",452.638705151658,"experimental",54
"plasp",86,"correct",564.867764333491,"experimental",55
"onion",86,NA,NA,"experimental",56
"lwump",86,"correct",417.341230973525,"experimental",57
"sloth",86,"correct",507.172673792104,"experimental",58
"quote",86,"correct",570.206365281977,"experimental",59
"ocean",86,"correct",448.144175752186,"experimental",60
"mango",86,"correct",456.10039158149,"experimental",61
"flasp",86,"correct",573.661117868021,"experimental",62
"quibb",86,"correct",503.413986056976,"experimental",63
"plurt",86,"correct",464.16479208376,"experimental",64
"train",86,"correct",522.544342653463,"experimental",65
"xrimp",86,"correct",397.427197836908,"experimental",66
"vlasp",86,"correct",484.670523959921,"experimental",67
"sugar",86,"correct",504.886274444158,"experimental",68
"saint",86,"correct",551.479151207193,"experimental",69
"nlorp",86,"correct",490.482409502915,"experimental",70
"sweep",86,"correct",399.966051718307,"experimental",71
"flibb",86,"correct",491.239395181397,"experimental",72
"piano",86,"correct",410.82479533495,"experimental",73
"ruler",86,"correct",461.299515160396,"experimental",74
"grind",86,"incorrect",526.740838627258,"experimental",75
"trasp",86,"correct",447.954329849464,"experimental",76
"blorf",86,"correct",437.482350325554,"experimental",77
"hrump",86,"correct",562.735542139889,"experimental",78
"knasp",86,"correct",537.036257739468,"experimental",79
"wrump",86,"correct",478.934506067155,"experimental",80
"wrasp",86,"correct",471.138365360606,"experimental",81
"brush",86,"correct",602.940973946442,"experimental",82
"prump",86,"correct",549.682934228182,"experimental",83
"clorb",86,"incorrect",493.668296177824,"experimental",84
"judge",86,NA,NA,"experimental",85
"zrimp",86,"correct",526.732712589389,"experimental",86
"haste",86,NA,NA,"experimental",87
"sleek",86,"incorrect",455.309874124339,"experimental",88
"apple",86,"incorrect",460.354440866841,"experimental",89
"nrimp",86,"correct",552.944899146035,"experimental",90
"scary",86,"correct",592.707341768664,"experimental",91
"zworp",86,"correct",515.06709073449,"experimental",92
"quart",86,"correct",563.621635457317,"experimental",93
"slurb",86,"correct",482.364498462846,"experimental",94
"crasp",86,"correct",570.639750481547,"experimental",95
"blasp",86,"correct",413.487472391483,"experimental",96
"laugh",86,"correct",532.319242317068,"experimental",97
"snack",86,"correct",498.267554951816,"experimental",98
"swipe",86,"correct",511.045030105638,"experimental",99
"clock",86,"correct",402.20808789726,"experimental",100
"jwump",86,"correct",337.282402226462,"experimental",101
"plane",86,"correct",505.821133377016,"experimental",102
"dwasp",86,"correct",546.273540882448,"experimental",103
"mirth",86,"correct",408.919976759385,"experimental",104
"skump",86,"correct",608.295357513427,"experimental",105
"brump",86,"correct",515.633547648701,"experimental",106
"florp",86,"correct",406.955351440776,"experimental",107
"table",86,"correct",538.386774268302,"experimental",108
"dresp",86,"correct",545.596469699262,"experimental",109
"dworp",86,NA,NA,"experimental",110
