"word","id","accuracy","rt","trial_type","trial_number"
"elbow",6,"correct",459.293443978483,"practice",1
"climb",6,"correct",561.797126167431,"practice",2
"fruit",6,"correct",547.00994592128,"practice",3
"drown",6,"correct",446.46710586,"practice",4
"brick",6,"correct",482.586082347307,"practice",5
"plimp",6,"correct",509.886891768569,"practice",6
"florp",6,"correct",561.441399959051,"practice",7
"snorp",6,"correct",579.510765299789,"practice",8
"drorp",6,"correct",462.284876379116,"practice",9
"blarp",6,"correct",540.795664281969,"practice",10
"crane",6,"correct",602.655050274494,"experimental",11
"zworp",6,"correct",467.430985659244,"experimental",12
"piano",6,"correct",402.287794954702,"experimental",13
"haste",6,"correct",506.786141840674,"experimental",14
"blasp",6,"correct",536.64675261043,"experimental",15
"globe",6,"correct",502.663142008136,"experimental",16
"squat",6,"correct",432.263756796814,"experimental",17
"hrump",6,"correct",483.704689065218,"experimental",18
"liver",6,NA,NA,"experimental",19
"mango",6,"correct",555.796002599199,"experimental",20
"mlorp",6,"correct",426.184700055348,"experimental",21
"honor",6,"correct",504.642493028425,"experimental",22
"swipe",6,"correct",541.726257347229,"experimental",23
"scary",6,"correct",486.839956619511,"experimental",24
"plane",6,"incorrect",509.886891768569,"experimental",25
"clorb",6,"correct",481.171005830041,"experimental",26
"snack",6,"correct",441.349103820083,"experimental",27
"bread",6,"correct",478.294349500608,"experimental",28
"xrimp",6,"correct",563.883121630675,"experimental",29
"shred",6,"correct",459.293443978483,"experimental",30
"quote",6,"correct",402.328065409769,"experimental",31
"florp",6,"correct",509.631661897671,"experimental",32
"quart",6,"correct",561.441399959051,"experimental",33
"apple",6,"correct",482.586082347307,"experimental",34
"light",6,"correct",546.361059145089,"experimental",35
"quiet",6,"correct",540.795664281969,"experimental",36
"saint",6,"correct",511.539223788562,"experimental",37
"water",6,"incorrect",516.655075453311,"experimental",38
"snibb",6,"correct",470.727543495997,"experimental",39
"prump",6,"correct",552.588112092495,"experimental",40
"qrasp",6,NA,NA,"experimental",41
"jlorp",6,"correct",509.88331542334,"experimental",42
"quill",6,"incorrect",486.448247102114,"experimental",43
"grisp",6,"correct",475.111022768775,"experimental",44
"wrump",6,"correct",543.998830492877,"experimental",45
"blorf",6,"correct",500.9903337507,"experimental",46
"vlasp",6,"correct",517.774202221637,"experimental",47
"zlorp",6,NA,NA,"experimental",48
"glasp",6,NA,NA,"experimental",49
"judge",6,"correct",544.877496739847,"experimental",50
"grape",6,"correct",467.005529037986,"experimental",51
"lwump",6,"correct",566.49707547487,"experimental",52
"sweep",6,"correct",594.681508288522,"experimental",53
"knasp",6,"correct",533.327285494267,"experimental",54
"flibb",6,"correct",476.656890193687,"experimental",55
"chair",6,"correct",565.466837402519,"experimental",56
"flock",6,"correct",539.286143875731,"experimental",57
"blump",6,"correct",530.90359220758,"experimental",58
"grind",6,"correct",494.265742956072,"experimental",59
"mrump",6,"correct",467.987634063678,"experimental",60
"laugh",6,"correct",382.082950013139,"experimental",61
"dworp",6,"correct",462.284876379116,"experimental",62
"stare",6,"correct",579.826467324538,"experimental",63
"spork",6,"correct",435.595381199392,"experimental",64
"xlorp",6,"correct",465.22554169893,"experimental",65
"dramp",6,"correct",548.028803854801,"experimental",66
"train",6,"correct",534.716125855506,"experimental",67
"trimp",6,"correct",503.80002639094,"experimental",68
"twasp",6,"correct",504.731732073458,"experimental",69
"table",6,"correct",579.510765299789,"experimental",70
"sugar",6,"correct",474.31115495727,"experimental",71
"onion",6,"correct",494.209828131059,"experimental",72
"swoop",6,"correct",570.789717355225,"experimental",73
"prasp",6,"correct",516.122906070363,"experimental",74
"vlump",6,"correct",530.507838397119,"experimental",75
"plasp",6,"correct",466.068254087381,"experimental",76
"qrump",6,"correct",513.946552238159,"experimental",77
"dwasp",6,"correct",488.344609177713,"experimental",78
"ocean",6,"correct",479.379526925283,"experimental",79
"nrimp",6,"correct",525.799406920244,"experimental",80
"quibb",6,"correct",567.014337666384,"experimental",81
"clock",6,"correct",465.593868960856,"experimental",82
"heart",6,"correct",578.697091325276,"experimental",83
"brump",6,"correct",514.342062185323,"experimental",84
"slurb",6,"correct",568.753468210097,"experimental",85
"crasp",6,"correct",568.474848762009,"experimental",86
"speak",6,"correct",431.4231760089,"experimental",87
"plant",6,"correct",547.00994592128,"experimental",88
"sleek",6,"correct",513.824047802838,"experimental",89
"trasp",6,"correct",495.231353456997,"experimental",90
"skump",6,"correct",529.202892116893,"experimental",91
"frasp",6,"correct",446.46710586,"experimental",92
"klirp",6,"correct",444.990330936326,"experimental",93
"dresp",6,"correct",524.600768312975,"experimental",94
"drisp",6,"correct",535.283726214451,"experimental",95
"brush",6,"correct",587.833764905218,"experimental",96
"ruler",6,NA,NA,"experimental",97
"group",6,"correct",536.271749297124,"experimental",98
"wrasp",6,"correct",460.917396336968,"experimental",99
"flasp",6,"correct",510.923763566805,"experimental",100
"flame",6,"correct",487.482949987326,"experimental",101
"pluck",6,"correct",561.797126167431,"experimental",102
"nlorp",6,"correct",489.498719411681,"experimental",103
"shine",6,"correct",522.080202851264,"experimental",104
"zrimp",6,"correct",479.601334221498,"experimental",105
"jwump",6,"incorrect",472.214870598518,"experimental",106
"plurt",6,"correct",580.543146932643,"experimental",107
"mirth",6,"correct",479.913696501042,"experimental",108
"glorf",6,"correct",499.49142817434,"experimental",109
"sloth",6,"correct",497.449402271962,"experimental",110
