"word","id","accuracy","rt","trial_type","trial_number"
"fruit",91,"correct",543.274266280264,"practice",1
"drown",91,"correct",557.017079179806,"practice",2
"climb",91,"correct",575.306503582881,"practice",3
"elbow",91,"correct",555.283830545024,"practice",4
"brick",91,"correct",495.983930734741,"practice",5
"plimp",91,"correct",471.645965446632,"practice",6
"florp",91,"incorrect",598.637102204884,"practice",7
"blarp",91,"correct",534.002193473526,"practice",8
"drorp",91,"correct",559.710517340358,"practice",9
"snorp",91,"incorrect",503.982050914092,"practice",10
"blump",91,"correct",453.402465294515,"experimental",11
"frasp",91,"correct",503.982050914092,"experimental",12
"sloth",91,"correct",461.137258016397,"experimental",13
"dwasp",91,"correct",499.407189357053,"experimental",14
"mango",91,NA,NA,"experimental",15
"wrump",91,"correct",566.329796720394,"experimental",16
"sugar",91,"correct",536.433278788695,"experimental",17
"dramp",91,"incorrect",557.812884197097,"experimental",18
"plant",91,"correct",542.590743372827,"experimental",19
"saint",91,"correct",542.91908560778,"experimental",20
"grind",91,"correct",557.017079179806,"experimental",21
"xlorp",91,NA,NA,"experimental",22
"flibb",91,"correct",559.46297965833,"experimental",23
"ruler",91,"correct",480.118160513986,"experimental",24
"shred",91,"correct",558.070422913276,"experimental",25
"ocean",91,"correct",459.634499387505,"experimental",26
"snack",91,"correct",522.419699657655,"experimental",27
"jwump",91,"correct",470.245413764909,"experimental",28
"vlump",91,"correct",511.261895276095,"experimental",29
"onion",91,"correct",512.051760203968,"experimental",30
"plane",91,"correct",623.151191823841,"experimental",31
"shine",91,"correct",517.57091082718,"experimental",32
"florp",91,"correct",522.173660782637,"experimental",33
"skump",91,"correct",376.189079486653,"experimental",34
"mlorp",91,"correct",475.378391564445,"experimental",35
"snibb",91,"correct",592.835826368539,"experimental",36
"water",91,"correct",420.208498320254,"experimental",37
"quibb",91,"correct",436.29977645549,"experimental",38
"flock",91,"correct",510.306801494182,"experimental",39
"quote",91,"correct",475.644684203445,"experimental",40
"light",91,"correct",491.833965569801,"experimental",41
"globe",91,"correct",456.721221945557,"experimental",42
"zrimp",91,"incorrect",534.002193473526,"experimental",43
"plasp",91,"correct",543.709002231498,"experimental",44
"xrimp",91,"correct",535.370899123679,"experimental",45
"plurt",91,"incorrect",540.768253730105,"experimental",46
"scary",91,"correct",563.886879270814,"experimental",47
"drisp",91,"correct",541.682995826269,"experimental",48
"flasp",91,"correct",516.926254754731,"experimental",49
"table",91,"correct",433.803048944923,"experimental",50
"grape",91,NA,NA,"experimental",51
"flame",91,"incorrect",498.521697316988,"experimental",52
"qrasp",91,"correct",463.753788568351,"experimental",53
"nlorp",91,"correct",543.274266280264,"experimental",54
"grisp",91,"correct",507.103803120885,"experimental",55
"sleek",91,"correct",522.824174588693,"experimental",56
"lwump",91,"correct",507.017481397066,"experimental",57
"quart",91,"correct",477.569979409785,"experimental",58
"blasp",91,"correct",508.168595317289,"experimental",59
"haste",91,"correct",564.574165683504,"experimental",60
"slurb",91,"correct",408.311449618229,"experimental",61
"judge",91,"correct",546.932345683554,"experimental",62
"quiet",91,"correct",576.674243492682,"experimental",63
"piano",91,"correct",509.588110324046,"experimental",64
"honor",91,"correct",454.224799178053,"experimental",65
"stare",91,NA,NA,"experimental",66
"apple",91,"correct",508.587311163249,"experimental",67
"crasp",91,"correct",519.661710476596,"experimental",68
"glorf",91,"correct",531.313591026209,"experimental",69
"crane",91,"correct",441.908131500153,"experimental",70
"brump",91,NA,NA,"experimental",71
"heart",91,"correct",435.75433189661,"experimental",72
"prump",91,"correct",540.853253713368,"experimental",73
"speak",91,"correct",575.306503582881,"experimental",74
"trasp",91,"correct",582.118666469262,"experimental",75
"klirp",91,"correct",555.43143034978,"experimental",76
"dworp",91,"correct",541.636744033259,"experimental",77
"chair",91,"correct",473.662504933806,"experimental",78
"bread",91,"correct",478.604094684724,"experimental",79
"trimp",91,"incorrect",522.40494481679,"experimental",80
"clock",91,"correct",450.97562289192,"experimental",81
"laugh",91,"correct",505.973900647376,"experimental",82
"spork",91,"correct",516.56153356376,"experimental",83
"brush",91,"correct",534.048837268613,"experimental",84
"liver",91,"correct",567.414717968214,"experimental",85
"glasp",91,"correct",473.623690725447,"experimental",86
"swipe",91,"correct",500.451875743383,"experimental",87
"prasp",91,"correct",590.561154023726,"experimental",88
"blorf",91,"correct",465.254094269328,"experimental",89
"clorb",91,"correct",561.112331762392,"experimental",90
"knasp",91,"incorrect",543.221603414075,"experimental",91
"zlorp",91,"correct",518.284881627159,"experimental",92
"qrump",91,"correct",611.720818917512,"experimental",93
"quill",91,"correct",471.645965446632,"experimental",94
"sweep",91,"correct",452.555409478587,"experimental",95
"hrump",91,"correct",615.465240589478,"experimental",96
"mrump",91,"correct",486.598029190345,"experimental",97
"mirth",91,"correct",420.619571021407,"experimental",98
"swoop",91,"correct",462.32594879755,"experimental",99
"jlorp",91,"correct",431.043187539222,"experimental",100
"nrimp",91,"incorrect",527.054951175277,"experimental",101
"pluck",91,"correct",559.710517340358,"experimental",102
"group",91,"correct",523.240550820539,"experimental",103
"zworp",91,"correct",549.699336908769,"experimental",104
"train",91,"correct",517.038223881317,"experimental",105
"vlasp",91,"correct",471.77461154024,"experimental",106
"twasp",91,"correct",498.119473182334,"experimental",107
"wrasp",91,"correct",498.936692903377,"experimental",108
"dresp",91,"correct",471.439572808338,"experimental",109
"squat",91,"correct",598.637102204884,"experimental",110
