"word","id","accuracy","rt","trial_type","trial_number"
"drown",8,"correct",429.559060277794,"practice",1
"brick",8,"correct",584.613142210316,"practice",2
"climb",8,"correct",536.554032718946,"practice",3
"fruit",8,"correct",567.492998377855,"practice",4
"elbow",8,"correct",503.728009165801,"practice",5
"blarp",8,NA,NA,"practice",6
"plimp",8,"correct",619.55461260772,"practice",7
"drorp",8,"correct",463.595761190132,"practice",8
"florp",8,"correct",543.403341176306,"practice",9
"snorp",8,"correct",643.993299826715,"practice",10
"nrimp",8,"correct",512.199297004373,"experimental",11
"trasp",8,"correct",580.654064679081,"experimental",12
"sloth",8,"correct",537.724522227008,"experimental",13
"snack",8,"correct",495.243167489054,"experimental",14
"globe",8,"correct",569.371223344618,"experimental",15
"grind",8,"correct",602.217526793013,"experimental",16
"quiet",8,"correct",523.566465139849,"experimental",17
"squat",8,"correct",526.00605687255,"experimental",18
"flock",8,"correct",448.914214921367,"experimental",19
"nlorp",8,"correct",571.356020058173,"experimental",20
"florp",8,"correct",532.517601930465,"experimental",21
"speak",8,"correct",502.405711455111,"experimental",22
"plasp",8,"correct",643.993299826715,"experimental",23
"trimp",8,"correct",543.130406497429,"experimental",24
"crane",8,"correct",549.009183753849,"experimental",25
"lwump",8,"correct",454.989056108477,"experimental",26
"blasp",8,"correct",540.677822312216,"experimental",27
"xlorp",8,"correct",543.403341176306,"experimental",28
"liver",8,"correct",544.084687783328,"experimental",29
"grape",8,"correct",536.504456956667,"experimental",30
"mrump",8,"correct",510.786275342213,"experimental",31
"snibb",8,"correct",520.335967538149,"experimental",32
"prump",8,"correct",588.330597711808,"experimental",33
"klirp",8,"correct",527.299044143148,"experimental",34
"sweep",8,"correct",567.492998377855,"experimental",35
"spork",8,"correct",559.77139766236,"experimental",36
"dramp",8,"correct",419.843163206562,"experimental",37
"light",8,"correct",429.559060277794,"experimental",38
"honor",8,"correct",555.361899706546,"experimental",39
"quibb",8,"correct",587.979810667612,"experimental",40
"quote",8,"correct",594.820075974062,"experimental",41
"crasp",8,"correct",583.513952509926,"experimental",42
"xrimp",8,"correct",619.819481702251,"experimental",43
"quart",8,"correct",510.437014125165,"experimental",44
"twasp",8,NA,NA,"experimental",45
"vlump",8,"correct",647.785127981894,"experimental",46
"dworp",8,"incorrect",496.071354662865,"experimental",47
"pluck",8,"correct",383.789364756767,"experimental",48
"mlorp",8,"correct",433.344497463998,"experimental",49
"brush",8,"correct",554.503187288495,"experimental",50
"swipe",8,"correct",498.644644708558,"experimental",51
"glasp",8,"correct",384.989390126701,"experimental",52
"zworp",8,"correct",506.515814775677,"experimental",53
"prasp",8,"correct",582.097346365674,"experimental",54
"flibb",8,"correct",443.785794660382,"experimental",55
"qrump",8,"correct",447.955077334847,"experimental",56
"qrasp",8,"correct",511.055427611905,"experimental",57
"brump",8,NA,NA,"experimental",58
"heart",8,"correct",478.885373037085,"experimental",59
"mirth",8,"incorrect",450.660332733552,"experimental",60
"clorb",8,"correct",500.686685136189,"experimental",61
"flasp",8,"correct",448.500156395901,"experimental",62
"chair",8,"incorrect",539.082655745173,"experimental",63
"scary",8,"correct",514.821678493449,"experimental",64
"swoop",8,"correct",634.122400348617,"experimental",65
"stare",8,"correct",414.667038471129,"experimental",66
"dwasp",8,"correct",606.975976242264,"experimental",67
"shred",8,"correct",460.567750738837,"experimental",68
"plant",8,"correct",476.706362102212,"experimental",69
"bread",8,"correct",520.466072285542,"experimental",70
"shine",8,"correct",516.172956739149,"experimental",71
"jwump",8,"correct",562.136676774269,"experimental",72
"frasp",8,"correct",509.667719798596,"experimental",73
"vlasp",8,"correct",491.069710556685,"experimental",74
"skump",8,"incorrect",536.489128666224,"experimental",75
"glorf",8,NA,NA,"experimental",76
"wrasp",8,NA,NA,"experimental",77
"zlorp",8,"correct",520.112326587694,"experimental",78
"sugar",8,"correct",534.157154628425,"experimental",79
"ocean",8,"correct",609.008774119372,"experimental",80
"haste",8,"correct",369.213917638532,"experimental",81
"sleek",8,"correct",516.725497187234,"experimental",82
"clock",8,"correct",521.781077765706,"experimental",83
"drisp",8,"correct",516.835650679457,"experimental",84
"plurt",8,"correct",494.038720602611,"experimental",85
"blump",8,"correct",477.941297477229,"experimental",86
"apple",8,"correct",522.719809720597,"experimental",87
"knasp",8,"correct",503.728009165801,"experimental",88
"judge",8,"correct",525.221366604328,"experimental",89
"laugh",8,"correct",584.613142210316,"experimental",90
"group",8,"correct",516.429535576493,"experimental",91
"wrump",8,"correct",407.121349398687,"experimental",92
"plane",8,"correct",536.554032718946,"experimental",93
"quill",8,"correct",453.720312583668,"experimental",94
"saint",8,"correct",619.55461260772,"experimental",95
"onion",8,"correct",510.53936150844,"experimental",96
"piano",8,"correct",491.342885759703,"experimental",97
"dresp",8,"correct",512.913724948227,"experimental",98
"zrimp",8,"correct",569.866558416834,"experimental",99
"blorf",8,"incorrect",423.073068501898,"experimental",100
"hrump",8,"correct",512.722558031682,"experimental",101
"ruler",8,"correct",580.407981870082,"experimental",102
"table",8,"correct",426.269601186272,"experimental",103
"jlorp",8,"correct",472.829582002249,"experimental",104
"grisp",8,"correct",474.985630009741,"experimental",105
"flame",8,"correct",540.194654895839,"experimental",106
"mango",8,"correct",583.981736423025,"experimental",107
"water",8,"correct",600.067585639761,"experimental",108
"train",8,"correct",463.595761190132,"experimental",109
"slurb",8,"correct",563.491613963155,"experimental",110
