"word","ID","accuracy","rt","trial_type","trial_number"
"climb",1,"correct",484.359589923864,"practice",1
"elbow",1,"correct",428.488006929947,"practice",2
"drown",1,"correct",489.428936948368,"practice",3
"brick",1,"correct",481.329993230904,"practice",4
"fruit",1,"correct",483.562960381298,"practice",5
"blarp",1,"correct",501.357876924015,"practice",6
"drorp",1,"correct",506.407674132232,"practice",7
"plimp",1,"correct",568.744712080813,"practice",8
"florp",1,"correct",502.672664357727,"practice",9
"snorp",1,"incorrect",582.457315005956,"practice",10
"brump",1,"correct",431.237952039209,"experimental",11
"grind",1,"correct",487.902975932422,"experimental",12
"globe",1,"correct",550.576151448353,"experimental",13
"quiet",1,"correct",503.297691819923,"experimental",14
"sweep",1,"correct",492.492356616752,"experimental",15
"squat",1,"incorrect",495.225313430712,"experimental",16
"skump",1,"correct",472.106118507976,"experimental",17
"vlasp",1,"correct",537.384556108935,"experimental",18
"snack",1,"correct",520.236045921269,"experimental",19
"xrimp",1,"correct",501.809013694607,"experimental",20
"saint",1,"correct",526.999194381977,"experimental",21
"flame",1,"correct",541.500795718435,"experimental",22
"liver",1,"correct",431.793400825437,"experimental",23
"grisp",1,"correct",483.562960381298,"experimental",24
"vlump",1,"correct",441.059136070493,"experimental",25
"trasp",1,"correct",411.577621778167,"experimental",26
"chair",1,"correct",429.069202347163,"experimental",27
"stare",1,"correct",550.832279377035,"experimental",28
"crane",1,"correct",537.307693706464,"experimental",29
"honor",1,"correct",522.802936174543,"experimental",30
"quill",1,"correct",524.567357523742,"experimental",31
"haste",1,"correct",440.462187752404,"experimental",32
"hrump",1,"correct",544.019446331978,"experimental",33
"trimp",1,"correct",387.500445904951,"experimental",34
"plane",1,"incorrect",434.177733547125,"experimental",35
"flasp",1,"incorrect",505.327454715868,"experimental",36
"group",1,"incorrect",484.359589923864,"experimental",37
"slurb",1,"correct",527.916596905896,"experimental",38
"ruler",1,"correct",526.160493062865,"experimental",39
"drisp",1,"correct",491.436295916256,"experimental",40
"plasp",1,"incorrect",479.020005664112,"experimental",41
"frasp",1,"incorrect",531.925464783719,"experimental",42
"mango",1,"correct",416.531876825832,"experimental",43
"wrasp",1,"correct",547.123057591022,"experimental",44
"table",1,"correct",492.297460635234,"experimental",45
"ocean",1,NA,NA,"experimental",46
"train",1,"correct",486.344307059618,"experimental",47
"shine",1,"correct",455.816715578079,"experimental",48
"apple",1,"correct",543.68472509524,"experimental",49
"quibb",1,"correct",500.530614382007,"experimental",50
"jlorp",1,"correct",489.917151594816,"experimental",51
"shred",1,"correct",532.028663340794,"experimental",52
"dwasp",1,"correct",566.288393051154,"experimental",53
"piano",1,"correct",548.536498778473,"experimental",54
"blump",1,"correct",517.08645936219,"experimental",55
"knasp",1,"correct",510.817270641759,"experimental",56
"judge",1,"correct",487.269254887443,"experimental",57
"blasp",1,"correct",542.488536832276,"experimental",58
"glasp",1,"correct",551.25962420563,"experimental",59
"mlorp",1,"correct",555.693769054465,"experimental",60
"clock",1,"correct",497.562581309774,"experimental",61
"light",1,"correct",541.275441219888,"experimental",62
"florp",1,"correct",446.040848002744,"experimental",63
"plurt",1,"correct",483.268430741912,"experimental",64
"qrump",1,"incorrect",506.407674132232,"experimental",65
"laugh",1,"correct",481.422423153212,"experimental",66
"pluck",1,"correct",591.418548281841,"experimental",67
"heart",1,"correct",497.187138252572,"experimental",68
"brush",1,"correct",481.329993230904,"experimental",69
"glorf",1,"correct",515.560325812163,"experimental",70
"twasp",1,"correct",501.357876924015,"experimental",71
"zlorp",1,"correct",494.165342104721,"experimental",72
"crasp",1,"correct",491.492567059294,"experimental",73
"sugar",1,"correct",449.362919695114,"experimental",74
"qrasp",1,"correct",552.92977963936,"experimental",75
"flibb",1,"correct",386.765987368889,"experimental",76
"prasp",1,NA,NA,"experimental",77
"quart",1,"correct",484.658587354967,"experimental",78
"grape",1,"correct",496.327230491866,"experimental",79
"flock",1,"correct",532.945135849622,"experimental",80
"snibb",1,"correct",479.921099288355,"experimental",81
"clorb",1,NA,NA,"experimental",82
"nlorp",1,"correct",582.457315005956,"experimental",83
"jwump",1,NA,NA,"experimental",84
"zrimp",1,"correct",510.914905919143,"experimental",85
"speak",1,"correct",534.964846867601,"experimental",86
"wrump",1,"correct",487.420652702125,"experimental",87
"mirth",1,"correct",502.672664357727,"experimental",88
"sloth",1,"correct",525.295257926391,"experimental",89
"xlorp",1,"correct",566.627213213411,"experimental",90
"swipe",1,"correct",428.488006929947,"experimental",91
"klirp",1,"correct",532.998286592586,"experimental",92
"dramp",1,"correct",460.106901457528,"experimental",93
"swoop",1,"correct",512.360327167852,"experimental",94
"zworp",1,"correct",564.799669096987,"experimental",95
"water",1,"correct",514.712563275634,"experimental",96
"dworp",1,NA,NA,"experimental",97
"mrump",1,"correct",549.00959491925,"experimental",98
"quote",1,"correct",524.208056416051,"experimental",99
"bread",1,"correct",480.960197640741,"experimental",100
"lwump",1,"correct",452.861710821855,"experimental",101
"scary",1,"correct",510.997125406991,"experimental",102
"nrimp",1,"correct",498.741608285245,"experimental",103
"plant",1,"correct",629.67707408756,"experimental",104
"onion",1,"correct",449.487225696912,"experimental",105
"sleek",1,"correct",487.317481908721,"experimental",106
"prump",1,"correct",562.789159058872,"experimental",107
"dresp",1,"correct",544.37867149326,"experimental",108
"blorf",1,"correct",489.428936948368,"experimental",109
"spork",1,"correct",541.188321376576,"experimental",110
