"word","ID","accuracy","rt","trial_type","trial_number"
"drown",17,"correct",459.017453329386,"practice",1
"brick",17,"correct",574.411507730124,"practice",2
"elbow",17,"correct",501.856106356614,"practice",3
"fruit",17,"correct",471.623916160687,"practice",4
"climb",17,"correct",540.812632051047,"practice",5
"drorp",17,"correct",463.602065414748,"practice",6
"florp",17,"correct",441.965602423507,"practice",7
"blarp",17,"correct",420.810146695119,"practice",8
"plimp",17,NA,NA,"practice",9
"snorp",17,"correct",465.519654954808,"practice",10
"vlasp",17,"correct",401.792231103245,"experimental",11
"saint",17,"correct",527.018451116435,"experimental",12
"plurt",17,"correct",574.411507730124,"experimental",13
"squat",17,"correct",463.748125470894,"experimental",14
"shred",17,"correct",554.065788096086,"experimental",15
"crane",17,"correct",509.185779233009,"experimental",16
"jwump",17,"correct",441.586633859359,"experimental",17
"dworp",17,"correct",531.008576565139,"experimental",18
"stare",17,"correct",537.905409305243,"experimental",19
"swoop",17,"correct",536.112454292104,"experimental",20
"mrump",17,"correct",511.276498193087,"experimental",21
"quiet",17,"correct",479.963782603238,"experimental",22
"blasp",17,"correct",522.291889933771,"experimental",23
"grape",17,"correct",514.436428502073,"experimental",24
"train",17,"incorrect",558.976943881814,"experimental",25
"haste",17,"correct",436.418873836689,"experimental",26
"blump",17,"correct",522.566433950001,"experimental",27
"dramp",17,"correct",613.301328494109,"experimental",28
"flame",17,"correct",526.932808434772,"experimental",29
"light",17,"correct",509.076350853464,"experimental",30
"speak",17,"incorrect",553.170645176819,"experimental",31
"sleek",17,"correct",518.137101856831,"experimental",32
"water",17,"correct",458.617134146186,"experimental",33
"quill",17,"correct",501.856106356614,"experimental",34
"spork",17,"correct",466.88272263618,"experimental",35
"nrimp",17,"correct",477.328730216935,"experimental",36
"trasp",17,"correct",514.215514809038,"experimental",37
"grisp",17,"correct",409.401186343567,"experimental",38
"liver",17,"correct",420.810146695119,"experimental",39
"flasp",17,"correct",522.67796591854,"experimental",40
"sloth",17,NA,NA,"experimental",41
"globe",17,"correct",553.604213916623,"experimental",42
"ocean",17,"correct",480.430441139833,"experimental",43
"quart",17,"correct",435.127091404179,"experimental",44
"sugar",17,"correct",521.465439727977,"experimental",45
"wrump",17,"correct",465.66654684092,"experimental",46
"xlorp",17,"correct",459.017453329386,"experimental",47
"laugh",17,"correct",435.218226444311,"experimental",48
"grind",17,"correct",523.734720011543,"experimental",49
"quibb",17,NA,NA,"experimental",50
"snibb",17,"correct",454.861124155843,"experimental",51
"qrump",17,"correct",371.209671648782,"experimental",52
"plant",17,"correct",505.620935813766,"experimental",53
"honor",17,"correct",488.475309385063,"experimental",54
"glorf",17,"correct",485.606637719103,"experimental",55
"skump",17,"correct",590.605935063837,"experimental",56
"pluck",17,"correct",522.969333028172,"experimental",57
"chair",17,"correct",505.358879148278,"experimental",58
"prasp",17,"correct",528.088422882661,"experimental",59
"zworp",17,"correct",492.758956803966,"experimental",60
"hrump",17,"correct",575.595652380825,"experimental",61
"xrimp",17,"correct",381.191305527287,"experimental",62
"dwasp",17,"correct",507.948419087428,"experimental",63
"clorb",17,"correct",511.753749908711,"experimental",64
"lwump",17,"correct",506.028753014279,"experimental",65
"flibb",17,"correct",528.263664028143,"experimental",66
"klirp",17,"incorrect",532.98030845959,"experimental",67
"bread",17,"correct",539.170515824011,"experimental",68
"drisp",17,"correct",495.64745476449,"experimental",69
"knasp",17,"correct",441.965602423507,"experimental",70
"brump",17,"correct",489.836930171225,"experimental",71
"dresp",17,"correct",452.453229338842,"experimental",72
"clock",17,"correct",552.240030735603,"experimental",73
"qrasp",17,"correct",537.052623872799,"experimental",74
"glasp",17,"correct",553.919408724753,"experimental",75
"plane",17,"correct",519.153199514318,"experimental",76
"heart",17,"correct",532.245835987251,"experimental",77
"swipe",17,NA,NA,"experimental",78
"nlorp",17,"correct",535.711442872757,"experimental",79
"quote",17,"correct",481.344107589963,"experimental",80
"crasp",17,"correct",476.036524164916,"experimental",81
"group",17,"correct",495.81394642895,"experimental",82
"table",17,"correct",549.768197474034,"experimental",83
"brush",17,"correct",499.902747096397,"experimental",84
"snack",17,"incorrect",528.880926971329,"experimental",85
"plasp",17,"correct",465.622757633662,"experimental",86
"jlorp",17,"correct",518.679478781374,"experimental",87
"mango",17,"correct",491.721394085355,"experimental",88
"flock",17,"correct",578.731545864455,"experimental",89
"frasp",17,"correct",570.959861084852,"experimental",90
"twasp",17,"correct",475.692748731219,"experimental",91
"sweep",17,"correct",583.805692077723,"experimental",92
"blorf",17,"correct",518.368498126155,"experimental",93
"florp",17,"correct",518.309304391847,"experimental",94
"mlorp",17,"correct",463.602065414748,"experimental",95
"vlump",17,"correct",545.958057213294,"experimental",96
"shine",17,"correct",466.928679718079,"experimental",97
"zrimp",17,"correct",531.141352441608,"experimental",98
"ruler",17,"correct",542.151479780926,"experimental",99
"apple",17,"correct",516.793930412449,"experimental",100
"onion",17,"correct",492.786622750973,"experimental",101
"scary",17,"correct",404.955605373716,"experimental",102
"prump",17,"correct",536.823052755076,"experimental",103
"piano",17,"correct",502.823570413011,"experimental",104
"slurb",17,"correct",578.785100118157,"experimental",105
"wrasp",17,NA,NA,"experimental",106
"mirth",17,"correct",541.63422325254,"experimental",107
"zlorp",17,"correct",516.264060792922,"experimental",108
"judge",17,"correct",509.432562528227,"experimental",109
"trimp",17,"correct",559.824477008968,"experimental",110
