"word","ID","accuracy","rt","trial_type","trial_number"
"climb",93,"correct",557.647544698403,"practice",1
"brick",93,"correct",503.374215541433,"practice",2
"drown",93,"correct",508.65247948905,"practice",3
"elbow",93,"correct",547.508357517176,"practice",4
"fruit",93,"correct",463.678867460673,"practice",5
"blarp",93,"correct",463.715864536583,"practice",6
"snorp",93,"correct",461.481907037203,"practice",7
"plimp",93,"correct",458.953640214842,"practice",8
"drorp",93,"correct",461.754074500786,"practice",9
"florp",93,"correct",593.948143577307,"practice",10
"zlorp",93,"correct",559.507623958551,"experimental",11
"nrimp",93,"correct",520.619576880504,"experimental",12
"speak",93,"incorrect",504.959057106168,"experimental",13
"wrasp",93,NA,NA,"experimental",14
"light",93,"correct",463.014909129581,"experimental",15
"blump",93,"correct",537.576861449217,"experimental",16
"honor",93,"correct",446.366161408814,"experimental",17
"snack",93,"correct",472.174628823247,"experimental",18
"mango",93,"correct",493.299641088077,"experimental",19
"laugh",93,"correct",572.570748080136,"experimental",20
"shine",93,"correct",486.565951518642,"experimental",21
"twasp",93,"correct",508.65247948905,"experimental",22
"crasp",93,"correct",524.634780062699,"experimental",23
"brump",93,"correct",455.60478178276,"experimental",24
"ocean",93,"correct",504.637716241891,"experimental",25
"dworp",93,"incorrect",486.230401120366,"experimental",26
"sugar",93,"correct",549.462871180477,"experimental",27
"quill",93,"correct",503.211522751007,"experimental",28
"dresp",93,"correct",559.045249371303,"experimental",29
"florp",93,"correct",522.117032987754,"experimental",30
"plane",93,"correct",489.371703469027,"experimental",31
"flame",93,"correct",463.715864536583,"experimental",32
"blorf",93,"correct",430.598702185434,"experimental",33
"snibb",93,"correct",547.539726722258,"experimental",34
"ruler",93,"correct",482.574665240527,"experimental",35
"vlasp",93,"correct",461.754074500786,"experimental",36
"dramp",93,"correct",479.655773277041,"experimental",37
"onion",93,"correct",506.876819252581,"experimental",38
"shred",93,"correct",463.635161856404,"experimental",39
"quote",93,"correct",520.735185164034,"experimental",40
"glorf",93,"correct",494.152860264887,"experimental",41
"plasp",93,"correct",458.953640214842,"experimental",42
"spork",93,"correct",489.670865525053,"experimental",43
"blasp",93,"correct",514.209530313664,"experimental",44
"grind",93,"correct",441.635091400165,"experimental",45
"swoop",93,"correct",514.887364076123,"experimental",46
"bread",93,"correct",485.863877841738,"experimental",47
"prasp",93,"correct",473.926584643442,"experimental",48
"glasp",93,"correct",488.696875087596,"experimental",49
"stare",93,"correct",557.647544698403,"experimental",50
"sloth",93,"incorrect",566.709187597176,"experimental",51
"quart",93,"correct",544.423062439779,"experimental",52
"table",93,"correct",591.754169225877,"experimental",53
"group",93,"correct",533.178033619406,"experimental",54
"quiet",93,"correct",574.865816363786,"experimental",55
"liver",93,"correct",495.892542068882,"experimental",56
"quibb",93,"correct",570.362147039627,"experimental",57
"xrimp",93,NA,NA,"experimental",58
"train",93,"correct",511.207056766463,"experimental",59
"sweep",93,"correct",493.914684570674,"experimental",60
"prump",93,"correct",510.588313832189,"experimental",61
"apple",93,"correct",558.539928720158,"experimental",62
"lwump",93,"correct",579.616476568529,"experimental",63
"flibb",93,"correct",542.649180425807,"experimental",64
"squat",93,"correct",463.678867460673,"experimental",65
"scary",93,"correct",503.535138872027,"experimental",66
"dwasp",93,"correct",593.948143577307,"experimental",67
"piano",93,"incorrect",543.201027902048,"experimental",68
"globe",93,"correct",547.508357517176,"experimental",69
"hrump",93,"correct",527.253065945249,"experimental",70
"judge",93,"correct",522.086633548444,"experimental",71
"flock",93,"correct",503.374215541433,"experimental",72
"qrump",93,"correct",560.794708344655,"experimental",73
"qrasp",93,"correct",520.681518081329,"experimental",74
"sleek",93,"correct",385.59941002623,"experimental",75
"knasp",93,"correct",566.000811809449,"experimental",76
"nlorp",93,"correct",482.849388590825,"experimental",77
"flasp",93,"correct",415.237464595777,"experimental",78
"chair",93,"correct",495.621228235758,"experimental",79
"trimp",93,NA,NA,"experimental",80
"vlump",93,"correct",474.977599775593,"experimental",81
"slurb",93,"correct",556.151366515833,"experimental",82
"frasp",93,"correct",497.204599423086,"experimental",83
"mlorp",93,"correct",637.819205960401,"experimental",84
"plant",93,"correct",522.542479094615,"experimental",85
"drisp",93,"correct",540.227208278401,"experimental",86
"jlorp",93,"correct",488.827570386706,"experimental",87
"swipe",93,"correct",473.295006649824,"experimental",88
"mrump",93,"correct",521.786087703868,"experimental",89
"haste",93,"correct",557.304649683565,"experimental",90
"saint",93,"correct",458.549584417802,"experimental",91
"trasp",93,"correct",501.970996995744,"experimental",92
"grisp",93,"incorrect",443.414387324746,"experimental",93
"xlorp",93,"correct",516.485878198326,"experimental",94
"grape",93,NA,NA,"experimental",95
"jwump",93,"correct",438.545655241271,"experimental",96
"clock",93,"correct",569.651491817238,"experimental",97
"klirp",93,"correct",537.648150825314,"experimental",98
"wrump",93,"correct",521.034209217055,"experimental",99
"crane",93,"incorrect",531.911586093425,"experimental",100
"mirth",93,"correct",564.981009082321,"experimental",101
"water",93,"correct",516.436317921809,"experimental",102
"brush",93,"correct",537.157367096925,"experimental",103
"pluck",93,"correct",501.653864337907,"experimental",104
"skump",93,"correct",394.694029070593,"experimental",105
"clorb",93,"correct",495.518210368451,"experimental",106
"heart",93,"correct",461.481907037203,"experimental",107
"plurt",93,NA,NA,"experimental",108
"zrimp",93,"correct",567.335532714951,"experimental",109
"zworp",93,"correct",563.40132398396,"experimental",110
