"word","ID","accuracy","rt","trial_type","trial_number"
"drown",41,"correct",439.35880156235,"practice",1
"elbow",41,"correct",370.089917864774,"practice",2
"brick",41,"correct",559.543448430722,"practice",3
"climb",41,NA,NA,"practice",4
"fruit",41,"correct",534.452222842518,"practice",5
"plimp",41,"correct",551.278962544866,"practice",6
"florp",41,"correct",518.019448603746,"practice",7
"snorp",41,"correct",520.213655181547,"practice",8
"drorp",41,"correct",520.253336496062,"practice",9
"blarp",41,"correct",453.014066096887,"practice",10
"nlorp",41,"incorrect",572.401599313115,"experimental",11
"xlorp",41,"correct",503.494911771846,"experimental",12
"mirth",41,"correct",394.578854658813,"experimental",13
"bread",41,"correct",554.315392505283,"experimental",14
"wrump",41,"correct",437.935214544938,"experimental",15
"sloth",41,"correct",452.387349741406,"experimental",16
"glasp",41,"correct",477.366372308977,"experimental",17
"dworp",41,"correct",484.693666755243,"experimental",18
"clorb",41,"correct",518.019448603746,"experimental",19
"wrasp",41,"correct",498.807267328202,"experimental",20
"blasp",41,"correct",555.883457705693,"experimental",21
"klirp",41,"correct",531.969748473857,"experimental",22
"table",41,"correct",544.250012406152,"experimental",23
"vlump",41,"correct",460.161298711406,"experimental",24
"onion",41,"correct",447.399944853855,"experimental",25
"dramp",41,"correct",468.116839434748,"experimental",26
"honor",41,"correct",453.153301681594,"experimental",27
"zrimp",41,"correct",511.373558542947,"experimental",28
"light",41,"correct",433.191977531106,"experimental",29
"flasp",41,"correct",468.439286842089,"experimental",30
"quill",41,"correct",449.760974450091,"experimental",31
"globe",41,"correct",421.662131023608,"experimental",32
"pluck",41,"correct",551.278962544866,"experimental",33
"water",41,"correct",479.438126923665,"experimental",34
"saint",41,"correct",416.370646844265,"experimental",35
"quibb",41,"correct",507.444014421396,"experimental",36
"squat",41,"correct",661.666652291165,"experimental",37
"prump",41,"correct",428.416643751066,"experimental",38
"drisp",41,"correct",442.557902178533,"experimental",39
"crane",41,"correct",576.587978226193,"experimental",40
"florp",41,"correct",475.53170232629,"experimental",41
"hrump",41,"correct",492.127911358676,"experimental",42
"clock",41,"correct",476.548110934376,"experimental",43
"plant",41,"correct",595.602229804264,"experimental",44
"piano",41,"correct",514.575937685289,"experimental",45
"sleek",41,"correct",453.031382080549,"experimental",46
"sweep",41,"correct",453.014066096887,"experimental",47
"quiet",41,"correct",514.817018960539,"experimental",48
"jlorp",41,"correct",406.280166672754,"experimental",49
"plasp",41,"correct",522.151334508154,"experimental",50
"dwasp",41,"correct",523.150046692553,"experimental",51
"jwump",41,"correct",522.840187135478,"experimental",52
"blump",41,"correct",589.414460214633,"experimental",53
"group",41,"correct",513.440670264679,"experimental",54
"heart",41,"correct",462.509698107759,"experimental",55
"sugar",41,"correct",522.151590957499,"experimental",56
"nrimp",41,"correct",486.867221870087,"experimental",57
"scary",41,"correct",520.213655181547,"experimental",58
"qrump",41,"correct",454.7827013737,"experimental",59
"snibb",41,NA,NA,"experimental",60
"zworp",41,"correct",556.00713554194,"experimental",61
"prasp",41,"incorrect",457.171341465772,"experimental",62
"grind",41,"correct",563.219423458447,"experimental",63
"mrump",41,"correct",520.253336496062,"experimental",64
"frasp",41,"correct",594.032076994618,"experimental",65
"swoop",41,"correct",595.096679989676,"experimental",66
"shine",41,NA,NA,"experimental",67
"shred",41,"incorrect",486.138398492849,"experimental",68
"brush",41,"correct",543.157291582399,"experimental",69
"crasp",41,"correct",561.082680844085,"experimental",70
"snack",41,"correct",489.324226773775,"experimental",71
"plurt",41,"correct",558.821088567705,"experimental",72
"ocean",41,"correct",515.614237162459,"experimental",73
"flame",41,"correct",465.135274897154,"experimental",74
"apple",41,"correct",475.417115165363,"experimental",75
"ruler",41,"correct",497.601905952112,"experimental",76
"train",41,"correct",389.547910101585,"experimental",77
"stare",41,"correct",450.283985800718,"experimental",78
"twasp",41,"correct",502.359526789286,"experimental",79
"judge",41,"correct",496.121752396713,"experimental",80
"mango",41,"correct",552.531550399681,"experimental",81
"qrasp",41,"correct",550.852790122891,"experimental",82
"slurb",41,"correct",481.624147365176,"experimental",83
"zlorp",41,NA,NA,"experimental",84
"brump",41,"correct",598.302260724982,"experimental",85
"grisp",41,"correct",623.493430351123,"experimental",86
"trasp",41,"correct",457.3335208795,"experimental",87
"quart",41,"correct",458.219658578027,"experimental",88
"knasp",41,"correct",585.685691345798,"experimental",89
"liver",41,"correct",421.179413350448,"experimental",90
"laugh",41,"correct",489.278671992996,"experimental",91
"trimp",41,"correct",549.835925150651,"experimental",92
"swipe",41,"correct",534.452222842518,"experimental",93
"blorf",41,"correct",522.358065103487,"experimental",94
"flock",41,"correct",527.315517629023,"experimental",95
"skump",41,NA,NA,"experimental",96
"dresp",41,"correct",501.113432515295,"experimental",97
"glorf",41,"correct",480.072642884661,"experimental",98
"mlorp",41,"incorrect",438.602289726579,"experimental",99
"xrimp",41,"correct",439.35880156235,"experimental",100
"quote",41,"correct",476.849785943895,"experimental",101
"plane",41,"correct",515.86575575799,"experimental",102
"grape",41,"correct",491.943966656628,"experimental",103
"haste",41,"correct",416.862008184962,"experimental",104
"lwump",41,"correct",493.705045600908,"experimental",105
"spork",41,"correct",475.489932291048,"experimental",106
"vlasp",41,"correct",422.191458758098,"experimental",107
"chair",41,"correct",479.11293690101,"experimental",108
"speak",41,"correct",549.953038739234,"experimental",109
"flibb",41,"correct",435.864394125029,"experimental",110
