"word","ID","accuracy","rt","trial_type","trial_number"
"elbow",25,"correct",438.093813270223,"practice",1
"fruit",25,NA,NA,"practice",2
"climb",25,"correct",559.73942552947,"practice",3
"brick",25,"correct",561.040590739006,"practice",4
"drown",25,"correct",517.135926930636,"practice",5
"drorp",25,"correct",504.086273907049,"practice",6
"blarp",25,"correct",465.739601122666,"practice",7
"snorp",25,"correct",430.881284231424,"practice",8
"plimp",25,"correct",535.488107631037,"practice",9
"florp",25,"correct",619.761035803155,"practice",10
"flock",25,"incorrect",515.101919938065,"experimental",11
"twasp",25,"correct",521.626412849632,"experimental",12
"plant",25,"correct",551.985095063734,"experimental",13
"stare",25,"correct",475.520893847475,"experimental",14
"prump",25,"correct",512.150251752833,"experimental",15
"plurt",25,"correct",485.334940613232,"experimental",16
"xlorp",25,NA,NA,"experimental",17
"brush",25,"correct",515.975583255963,"experimental",18
"apple",25,"correct",465.739601122666,"experimental",19
"mirth",25,"correct",555.717433209607,"experimental",20
"zworp",25,"correct",444.352110396245,"experimental",21
"xrimp",25,"correct",619.761035803155,"experimental",22
"onion",25,"incorrect",541.226907395887,"experimental",23
"shine",25,"correct",518.301879081471,"experimental",24
"squat",25,"correct",536.202174577678,"experimental",25
"wrump",25,"correct",463.346387668111,"experimental",26
"haste",25,"correct",561.57497873774,"experimental",27
"crane",25,"correct",430.881284231424,"experimental",28
"table",25,"correct",500.325056592559,"experimental",29
"zlorp",25,"correct",542.409625659575,"experimental",30
"quill",25,"correct",572.359501376131,"experimental",31
"prasp",25,"correct",574.927334511797,"experimental",32
"dworp",25,"correct",509.764820372331,"experimental",33
"frasp",25,"correct",504.086273907049,"experimental",34
"glasp",25,"correct",489.056728300154,"experimental",35
"vlasp",25,"correct",542.098794413176,"experimental",36
"flibb",25,"correct",504.559367493103,"experimental",37
"scary",25,"correct",538.212598186706,"experimental",38
"crasp",25,"correct",593.894680718543,"experimental",39
"glorf",25,"correct",502.516773499763,"experimental",40
"florp",25,"correct",481.029353048789,"experimental",41
"dwasp",25,"correct",581.115264078351,"experimental",42
"sweep",25,"correct",539.723717312409,"experimental",43
"slurb",25,"correct",519.639925333669,"experimental",44
"sleek",25,"correct",450.308844743359,"experimental",45
"speak",25,"correct",386.106848945429,"experimental",46
"judge",25,"correct",617.521734049792,"experimental",47
"clorb",25,NA,NA,"experimental",48
"quote",25,"correct",516.907020148151,"experimental",49
"group",25,"correct",559.73942552947,"experimental",50
"lwump",25,"correct",487.361880973571,"experimental",51
"laugh",25,"correct",492.571437177183,"experimental",52
"vlump",25,"correct",467.672519547031,"experimental",53
"swoop",25,"correct",452.794510273499,"experimental",54
"wrasp",25,"correct",469.879684349116,"experimental",55
"snack",25,"correct",529.027630384639,"experimental",56
"klirp",25,"correct",565.921562241776,"experimental",57
"mlorp",25,"correct",468.726774663551,"experimental",58
"zrimp",25,"correct",528.784631362236,"experimental",59
"mrump",25,"correct",507.550533893956,"experimental",60
"quart",25,"correct",550.124965287753,"experimental",61
"nrimp",25,"correct",491.067833878021,"experimental",62
"heart",25,"correct",477.72968689078,"experimental",63
"jwump",25,"incorrect",456.740227357987,"experimental",64
"shred",25,"incorrect",544.051556754997,"experimental",65
"snibb",25,"correct",475.254608471598,"experimental",66
"dramp",25,"correct",501.15714813948,"experimental",67
"trimp",25,"correct",502.431203486107,"experimental",68
"hrump",25,"correct",491.109251156304,"experimental",69
"nlorp",25,"correct",569.602298765248,"experimental",70
"qrump",25,"correct",459.429973565436,"experimental",71
"skump",25,"correct",496.876696530734,"experimental",72
"chair",25,"correct",513.674304922212,"experimental",73
"plane",25,"correct",424.801913708367,"experimental",74
"light",25,"correct",550.628600385318,"experimental",75
"mango",25,"correct",534.043948457633,"experimental",76
"jlorp",25,"correct",438.093813270223,"experimental",77
"spork",25,"correct",489.151684629053,"experimental",78
"grape",25,"correct",536.864239866632,"experimental",79
"brump",25,"correct",510.515319236808,"experimental",80
"grisp",25,"correct",527.030139445688,"experimental",81
"blasp",25,"correct",535.512489492412,"experimental",82
"qrasp",25,"correct",486.725050457514,"experimental",83
"ruler",25,"correct",537.539425698494,"experimental",84
"plasp",25,"correct",540.525767088773,"experimental",85
"trasp",25,"correct",490.795011351457,"experimental",86
"globe",25,"correct",449.8452278026,"experimental",87
"liver",25,"correct",505.121847716397,"experimental",88
"knasp",25,"correct",512.917585952852,"experimental",89
"dresp",25,"correct",549.781569547121,"experimental",90
"water",25,"correct",488.677488821563,"experimental",91
"quiet",25,"correct",561.131602790113,"experimental",92
"saint",25,"incorrect",449.213659028309,"experimental",93
"bread",25,"correct",588.605248214201,"experimental",94
"sugar",25,"correct",498.501375058506,"experimental",95
"sloth",25,"correct",486.427371223925,"experimental",96
"honor",25,"correct",574.348726157161,"experimental",97
"blorf",25,"correct",547.797872785406,"experimental",98
"swipe",25,"correct",510.419903309128,"experimental",99
"flasp",25,"correct",493.688169887528,"experimental",100
"pluck",25,"correct",522.961314814263,"experimental",101
"drisp",25,"correct",556.379410595503,"experimental",102
"flame",25,NA,NA,"experimental",103
"clock",25,"correct",625.603117116855,"experimental",104
"train",25,"correct",484.251284978394,"experimental",105
"quibb",25,"correct",535.488107631037,"experimental",106
"ocean",25,"incorrect",508.43123130237,"experimental",107
"blump",25,"correct",579.983033069563,"experimental",108
"grind",25,"correct",561.040590739006,"experimental",109
"piano",25,NA,NA,"experimental",110
